"Task Aware Debugger for GDB" version 11.7.1 (202303141002)
(c) 2016-2022 NXP Semiconductors, Inc.
==================================
15:17:22.414 INFO: [TadModel] DSF session ID 8 has started.
15:17:25.85 INFO: [TadState] TAD state changed: DEBUG_STARTED -> DEBUG_INIT_0 (RESUMED, USER_REQUEST)
15:17:25.118 INFO: [TadState] TAD state changed: DEBUG_INIT_0 -> DEBUG_INIT_1 (SUSPENDED, SIGNAL)
15:17:25.725 INFO: [TadState] TAD state changed: DEBUG_INIT_1 -> DEBUG_SUSPENDED (RESUMED, USER_REQUEST)
15:17:25.796 INFO: [TadState] TAD state changed: DEBUG_SUSPENDED -> DEBUG_SUSPENDED (SUSPENDED, BREAKPOINT)
15:17:30.981 INFO: [TadState] TAD state changed: DEBUG_SUSPENDED -> DEBUG_RESUMED (RESUMED, STEP)
15:17:31.201 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:17:34.349 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:17:34.613 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:17:37.24 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:17:37.295 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:17:38.815 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:17:39.08 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:17:39.841 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:17:40.38 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:17:51.762 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:17:51.939 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:17:56.574 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:17:56.653 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:18:13.370 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:18:13.452 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:18:17.978 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:18:18.65 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:18:26.753 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:18:26.837 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:18:28.873 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:18:28.951 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:18:29.872 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:18:29.957 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:18:31.494 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:18:31.574 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:18:32.386 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:18:32.466 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:18:33.540 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:18:33.619 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:18:35.462 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:18:35.537 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:18:36.358 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:18:36.437 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:18:36.698 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:18:36.772 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:18:37.129 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:18:37.218 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:18:37.500 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:18:37.586 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:18:37.913 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:18:37.997 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:18:38.276 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:18:38.355 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:18:38.625 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:18:38.704 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:18:38.979 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:18:39.67 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:18:39.312 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:18:39.386 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:18:39.619 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:18:39.706 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:18:39.910 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:18:39.993 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:18:40.226 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:18:40.306 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:18:40.628 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:18:40.708 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:18:41.00 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:18:41.74 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:18:41.288 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:18:41.369 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:18:41.517 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:18:41.593 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:18:41.704 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:18:41.789 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:18:41.926 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:18:42.14 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:18:42.139 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:18:42.223 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:18:42.357 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:18:42.436 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:18:42.585 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:18:42.660 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:18:42.840 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:18:42.928 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:18:43.110 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:18:43.187 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:18:43.377 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:18:43.464 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:18:43.609 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:18:43.693 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:18:43.857 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:18:43.937 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:18:44.112 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:18:44.190 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:18:44.362 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:18:44.434 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:18:44.616 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:18:44.698 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:18:44.892 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:18:44.972 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:18:45.165 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:18:45.253 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:18:45.376 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:18:45.454 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:18:45.634 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:18:45.719 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:18:45.884 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:18:45.960 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:18:46.144 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:18:46.217 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:18:46.394 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:18:46.478 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
